Steps,Episode number,Episode reward
1763923,2764,210.0
1764534,2765,350.0
1764936,2766,230.0
1765600,2767,410.0
1766507,2768,820.0
1767050,2769,300.0
1767467,2770,120.0
1767860,2771,60.0
1768295,2772,210.0
1768787,2773,270.0
1769507,2774,360.0
1770287,2775,730.0
1770921,2776,320.0
1772463,2777,820.0
1772984,2778,190.0
1773452,2779,210.0
1774219,2780,760.0
1774966,2781,240.0
1775562,2782,210.0
1776017,2783,230.0
1776428,2784,260.0
1777019,2785,320.0
1777441,2786,270.0
1778043,2787,210.0
1778636,2788,210.0
1779454,2789,470.0
1779918,2790,340.0
1780369,2791,380.0
1781119,2792,300.0
1781729,2793,370.0
1782205,2794,210.0
1782669,2795,210.0
1783069,2796,180.0
1783492,2797,190.0
1784117,2798,440.0
1784632,2799,240.0
1785101,2800,220.0
1785601,2801,330.0
1786147,2802,430.0
1786752,2803,430.0
1787191,2804,210.0
1787721,2805,240.0
1788412,2806,3520.0
1789073,2807,410.0
1789812,2808,330.0
1790270,2809,210.0
1790681,2810,230.0
1791546,2811,620.0
1791922,2812,250.0
1792740,2813,490.0
1793492,2814,510.0
1794203,2815,360.0
1794753,2816,250.0
1795593,2817,750.0
1796016,2818,160.0
1797214,2819,530.0
1797568,2820,170.0
1798141,2821,270.0
1798706,2822,290.0
1799594,2823,480.0
1800094,2824,140.0
1800586,2825,390.0
1801339,2826,450.0
1801788,2827,280.0
1802780,2828,1840.0
1803382,2829,210.0
1803921,2830,330.0
1804531,2831,210.0
1804995,2832,230.0
1805573,2833,310.0
1806526,2834,500.0
1806911,2835,100.0
1807646,2836,320.0
1808123,2837,330.0
1808720,2838,390.0
1809228,2839,420.0
1809575,2840,230.0
1810290,2841,480.0
1811313,2842,1190.0
1811746,2843,210.0
1812331,2844,580.0
1813084,2845,790.0
1813459,2846,100.0
1814218,2847,340.0
1814694,2848,210.0
1815128,2849,230.0
1815625,2850,350.0
1816367,2851,900.0
1816991,2852,490.0
1817468,2853,250.0
1817907,2854,230.0
1818557,2855,320.0
1819089,2856,240.0
1819566,2857,210.0
1819886,2858,160.0
1820420,2859,430.0
1820856,2860,260.0
1821358,2861,230.0
1821843,2862,390.0
1822306,2863,290.0
1822775,2864,210.0
1823306,2865,360.0
1823960,2866,480.0
1825258,2867,1580.0
1826143,2868,500.0
1826850,2869,320.0
1827707,2870,960.0
1828230,2871,340.0
1828801,2872,360.0
1829557,2873,450.0
1830199,2874,400.0
1830780,2875,430.0
1831311,2876,290.0
1831700,2877,190.0
1832370,2878,480.0
1832963,2879,260.0
1833396,2880,220.0
1833749,2881,150.0
1834161,2882,220.0
1834696,2883,380.0
1835388,2884,610.0
1835909,2885,420.0
1836292,2886,280.0
1836864,2887,440.0
1838000,2888,650.0
1838848,2889,790.0
1839872,2890,410.0
1840316,2891,230.0
1840733,2892,350.0
1841413,2893,580.0
1842048,2894,90.0
1842742,2895,460.0
1843133,2896,280.0
1843658,2897,290.0
1844125,2898,210.0
1844824,2899,290.0
1845542,2900,320.0
1846352,2901,800.0
1846797,2902,310.0
1847396,2903,270.0
1847930,2904,340.0
1848429,2905,280.0
1848823,2906,280.0
1849266,2907,230.0
1850382,2908,410.0
1851559,2909,510.0
1852564,2910,500.0
1852947,2911,280.0
1853472,2912,480.0
1853872,2913,210.0
1854333,2914,240.0
1855012,2915,590.0
1855542,2916,240.0
1856421,2917,790.0
1857121,2918,560.0
1857872,2919,430.0
1858341,2920,210.0
1858851,2921,350.0
1859514,2922,1840.0
1860053,2923,290.0
1860461,2924,220.0
1860984,2925,360.0
1861820,2926,800.0
1862748,2927,580.0
1863135,2928,230.0
1863696,2929,310.0
1864576,2930,580.0
1865131,2931,290.0
1865745,2932,350.0
1866447,2933,510.0
1866836,2934,280.0
1867384,2935,250.0
1867837,2936,390.0
1868549,2937,3300.0
1869155,2938,420.0
1869753,2939,330.0
1870309,2940,260.0
1870896,2941,240.0
1871356,2942,330.0
1871744,2943,230.0
1872343,2944,210.0
1872989,2945,250.0
1873801,2946,280.0
1874561,2947,1020.0
1875192,2948,310.0
1875725,2949,180.0
1876401,2950,630.0
1876898,2951,360.0
1877298,2952,60.0
1877707,2953,240.0
1878293,2954,240.0
1878725,2955,170.0
1879160,2956,180.0
1879714,2957,270.0
1880710,2958,470.0
1881146,2959,310.0
1881619,2960,330.0
1882258,2961,230.0
1882605,2962,230.0
1883360,2963,330.0
1883749,2964,190.0
1884286,2965,250.0
1884847,2966,250.0
1885342,2967,260.0
1885814,2968,290.0
1886397,2969,330.0
1886868,2970,340.0
1887591,2971,350.0
1888073,2972,310.0
1888462,2973,280.0
1888846,2974,190.0
1889193,2975,210.0
1890568,2976,1040.0
1890930,2977,200.0
1891464,2978,320.0
1892070,2979,320.0
1892486,2980,290.0
1892884,2981,230.0
1893403,2982,270.0
1893816,2983,290.0
1894208,2984,180.0
1895688,2985,1380.0
1896131,2986,240.0
1896673,2987,150.0
1897582,2988,1070.0
1898147,2989,240.0
1898617,2990,210.0
1899116,2991,420.0
1899900,2992,460.0
1900366,2993,230.0
1900923,2994,380.0
1901375,2995,370.0
1901938,2996,520.0
1902514,2997,440.0
1903287,2998,270.0
1903773,2999,270.0
1904621,3000,660.0
1905276,3001,530.0
1905928,3002,440.0
1906478,3003,250.0
1907248,3004,640.0
1907850,3005,210.0
1908451,3006,210.0
1909102,3007,210.0
1909615,3008,440.0
1910139,3009,360.0
1910654,3010,350.0
1911526,3011,210.0
1912204,3012,380.0
1912888,3013,460.0
1913507,3014,500.0
1913896,3015,120.0
1914445,3016,310.0
1914936,3017,270.0
1915408,3018,260.0
1915997,3019,250.0
1916765,3020,610.0
1917297,3021,380.0
1917947,3022,350.0
1918589,3023,400.0
1919048,3024,210.0
1919794,3025,980.0
1920221,3026,330.0
1920693,3027,210.0
1921243,3028,400.0
1922288,3029,960.0
1922746,3030,70.0
1923936,3031,680.0
1924768,3032,520.0
1925723,3033,630.0
1926122,3034,260.0
1926734,3035,420.0
1927768,3036,610.0
1928164,3037,200.0
1928686,3038,360.0
1929095,3039,260.0
1929645,3040,420.0
1930044,3041,190.0
1930436,3042,230.0
1930930,3043,300.0
1931406,3044,170.0
1932037,3045,280.0
1932425,3046,230.0
1933239,3047,300.0
1933732,3048,180.0
1934682,3049,760.0
1935499,3050,380.0
1936349,3051,540.0
1936684,3052,210.0
1937808,3053,860.0
1938471,3054,530.0
1938934,3055,430.0
1939328,3056,100.0
1940017,3057,870.0
1940532,3058,240.0
1941040,3059,300.0
1941574,3060,80.0
1942838,3061,330.0
1943469,3062,440.0
1943890,3063,150.0
1944496,3064,210.0
1945077,3065,430.0
1945597,3066,300.0
1946123,3067,240.0
1946673,3068,370.0
1947156,3069,310.0
1948366,3070,770.0
1949145,3071,350.0
1949552,3072,220.0
1950401,3073,390.0
1950894,3074,250.0
1951310,3075,220.0
1951729,3076,120.0
1952224,3077,380.0
1952552,3078,160.0
1953568,3079,570.0
1954298,3080,410.0
1954760,3081,400.0
1955446,3082,450.0
1955917,3083,210.0
1956390,3084,210.0
1956926,3085,400.0
1957311,3086,280.0
1957865,3087,370.0
1958455,3088,610.0
1958934,3089,210.0
1959669,3090,440.0
1960134,3091,210.0
1960619,3092,240.0
1961231,3093,270.0
1962373,3094,620.0
1962964,3095,430.0
1963554,3096,210.0
1964601,3097,900.0
1965625,3098,1350.0
1966633,3099,410.0
1967188,3100,450.0
1967656,3101,400.0
1968089,3102,60.0
1969440,3103,650.0
1969911,3104,300.0
1970720,3105,380.0
1971144,3106,250.0
1971893,3107,710.0
1972611,3108,290.0
1973271,3109,330.0
1973795,3110,350.0
1974667,3111,720.0
1975893,3112,700.0
1977306,3113,1690.0
1978373,3114,1210.0
1979130,3115,600.0
1979958,3116,780.0
1980552,3117,270.0
1981058,3118,430.0
1981799,3119,320.0
1982419,3120,330.0
1983300,3121,620.0
1984525,3122,970.0
1985373,3123,1000.0
1985832,3124,220.0
1986648,3125,970.0
1987466,3126,600.0
1988064,3127,210.0
1988639,3128,320.0
1989131,3129,430.0
1989678,3130,290.0
1990077,3131,200.0
1990623,3132,210.0
1991179,3133,370.0
1991608,3134,260.0
1992251,3135,280.0
1993487,3136,1180.0
1994094,3137,210.0
1994687,3138,530.0
1995579,3139,630.0
1996020,3140,170.0
1996407,3141,260.0
1996828,3142,270.0
1997395,3143,390.0
1997911,3144,340.0
1998424,3145,390.0
1998820,3146,200.0
1999425,3147,300.0
1999882,3148,250.0
2000529,3149,340.0
2001317,3150,510.0
2002366,3151,1110.0
2003246,3152,640.0
2004189,3153,510.0
2004633,3154,240.0
2005378,3155,260.0
2006860,3156,910.0
2008022,3157,650.0
2008718,3158,650.0
2009219,3159,400.0
2009776,3160,280.0
2010411,3161,390.0
2010884,3162,310.0
2011563,3163,410.0
2012068,3164,280.0
2012597,3165,220.0
2013126,3166,140.0
2013827,3167,350.0
2014453,3168,490.0
2015288,3169,670.0
2016184,3170,1060.0
2016722,3171,310.0
2017262,3172,310.0
2018011,3173,540.0
2018474,3174,300.0
2019039,3175,150.0
2019839,3176,390.0
2020512,3177,620.0
2020952,3178,110.0
2021733,3179,520.0
2022287,3180,230.0
2022889,3181,280.0
2023466,3182,320.0
2024185,3183,190.0
2024992,3184,500.0
2025442,3185,250.0
2026262,3186,280.0
2026611,3187,100.0
2027179,3188,260.0
2027963,3189,390.0
2028502,3190,290.0
2029094,3191,200.0
2029648,3192,420.0
2030308,3193,310.0
2030910,3194,210.0
